age,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee,tenure_days,watch_per_fee_ratio,is_heavy_complainer,is_new_customer,gender_Male,gender_Other,country_Canada,country_France,country_Germany,country_India,country_Ireland,country_UK,country_USA,subscription_type_Premium,subscription_type_Standard
69,4.99,31.5,1,0,0,1,8.64,899,0.5775462962962963,0,0,False,False,False,True,False,False,False,False,False,False,False
59,9.32,57.84,1,1,0,1,8.58,775,1.0862470862470863,0,0,True,False,False,False,False,True,False,False,False,False,False
23,10.58,61.19,0,0,0,0,13.69,1068,0.7728268809349891,0,0,False,False,False,False,False,False,True,False,False,False,True
32,2.43,97.32,0,0,0,0,17.36,966,0.13997695852534564,0,0,False,False,True,False,False,False,False,False,False,True,False
71,2.08,30.05,1,0,0,1,8.41,988,0.2473246135552913,0,0,False,False,False,True,False,False,False,False,False,False,False
60,5.08,44.78,0,0,0,1,9.15,77,0.5551912568306011,0,1,False,False,False,False,False,False,False,False,False,False,False
54,2.68,17.3,1,0,1,1,18.2,218,0.14725274725274726,0,0,False,False,False,False,True,False,False,False,False,True,False
50,1.81,76.99,1,1,1,0,14.26,333,0.12692847124824685,0,0,True,False,False,False,True,False,False,False,False,False,True
25,18.79,68.4,0,0,0,0,14.86,398,1.2644683714670255,0,0,False,False,False,False,False,False,True,False,False,False,True
70,14.87,45.8,1,0,0,0,9.21,489,1.6145494028230183,0,0,True,False,False,False,False,True,False,False,False,False,False
61,6.9,36.35,1,1,0,0,8.87,276,0.777903043968433,0,0,True,False,False,False,False,False,False,False,False,False,False
61,6.93,54.85,0,0,1,0,14.39,293,0.48158443363446835,0,0,True,False,True,False,False,False,False,False,False,False,True
22,8.61,48.79,0,0,1,1,13.82,559,0.6230101302460203,0,0,False,False,False,False,True,False,False,False,False,False,True
56,1.4,21.86,0,0,1,1,14.68,779,0.09536784741144413,0,0,False,False,False,False,False,False,False,False,True,False,True
21,4.57,9.88,0,1,0,1,9.27,436,0.49298813376483286,0,0,True,False,False,False,False,True,False,False,False,False,False
23,8.77,57.92,0,0,1,0,14.9,482,0.5885906040268456,0,0,False,False,False,False,False,False,True,False,False,False,True
62,9.94,51.83,0,0,0,1,17.59,843,0.5650938032973281,0,0,False,False,False,False,False,False,True,False,False,True,False
49,2.98,34.03,2,0,1,0,17.88,607,0.16666666666666669,1,0,True,False,False,False,False,True,False,False,False,True,False
69,6.88,63.22,1,1,0,0,9.14,994,0.7527352297592997,0,0,True,False,False,False,True,False,False,False,False,False,False
47,14.03,34.71,0,0,1,1,14.5,176,0.9675862068965517,0,0,False,False,True,False,False,False,False,False,False,False,True
64,12.62,32.73,2,0,0,0,13.61,435,0.9272593681116825,1,0,True,False,False,False,True,False,False,False,False,False,True
52,4.09,66.29,1,0,0,1,18.26,212,0.22398685651697697,0,0,False,False,False,False,False,True,False,False,False,True,False
72,3.01,33.73,0,1,1,1,14.18,265,0.21227080394922423,0,0,True,False,False,True,False,False,False,False,False,False,True
57,11.74,91.71,1,0,1,0,17.82,667,0.6588103254769921,0,0,True,False,False,False,False,False,False,True,False,True,False
69,9.53,63.6,1,0,0,1,17.19,987,0.554392088423502,0,0,False,False,False,False,True,False,False,False,False,True,False
33,4.92,70.45,2,1,0,1,9.79,208,0.5025536261491318,1,0,False,False,False,False,False,False,False,False,False,False,False
30,2.01,25.53,1,0,0,1,13.93,461,0.1442928930366116,0,0,False,False,False,True,False,False,False,False,False,False,True
67,3.4,3.5,0,1,0,1,13.65,554,0.24908424908424906,0,0,False,False,False,False,False,True,False,False,False,False,True
59,6.96,87.71,1,0,0,1,8.75,772,0.7954285714285714,0,0,False,False,False,True,False,False,False,False,False,False,False
47,10.71,67.3,1,1,0,0,9.11,352,1.1756311745334798,0,0,False,False,False,False,False,False,False,False,False,False,False
36,15.32,47.84,0,0,0,0,9.01,428,1.700332963374029,0,0,True,False,False,True,False,False,False,False,False,False,False
34,6.33,31.97,0,1,1,1,13.81,366,0.45836350470673426,0,0,False,False,False,True,False,False,False,False,False,False,True
73,12.51,67.27,0,0,1,0,9.24,148,1.353896103896104,0,0,True,False,False,False,False,True,False,False,False,False,False
36,2.18,47.09,2,0,0,0,17.88,442,0.12192393736017898,1,0,False,False,False,False,False,False,False,True,False,True,False
45,8.79,41.83,0,0,1,1,13.33,609,0.6594148537134283,0,0,True,False,False,False,False,False,False,False,False,False,True
72,11.19,51.75,0,0,0,0,14.3,334,0.7825174825174824,0,0,False,False,False,False,False,False,False,False,False,False,True
43,14.59,31.02,1,0,0,0,8.68,225,1.6808755760368663,0,0,True,False,False,False,False,False,False,False,True,False,False
54,10.87,73.68,1,0,0,1,13.84,362,0.7854046242774566,0,0,False,False,False,False,False,False,True,False,False,False,True
43,3.48,30.22,1,0,0,1,13.7,1073,0.254014598540146,0,0,False,False,False,False,False,False,False,False,False,False,True
70,11.09,64.76,0,0,0,0,8.95,652,1.2391061452513967,0,0,True,False,False,False,False,False,True,False,False,False,False
40,6.23,81.66,0,0,0,0,17.58,687,0.3543799772468715,0,0,False,False,False,False,False,True,False,False,False,True,False
26,6.66,47.29,2,0,0,1,13.93,733,0.4781048097631012,1,0,True,False,True,False,False,False,False,False,False,False,True
29,3.37,74.89,0,1,1,0,9.44,912,0.35699152542372886,0,0,False,False,False,False,True,False,False,False,False,False,False
70,5.45,95.77,2,1,1,1,18.52,553,0.29427645788336937,1,0,False,False,False,False,False,False,False,False,True,True,False
18,17.07,61.49,2,0,0,0,8.6,246,1.9848837209302326,1,0,True,False,False,False,False,True,False,False,False,False,False
18,7.6,40.46,0,1,1,1,14.16,1019,0.5367231638418078,0,0,False,False,False,False,False,False,False,True,False,False,True
64,4.21,31.55,0,1,0,0,14.27,404,0.2950245269796776,0,0,True,False,True,False,False,False,False,False,False,False,True
51,7.99,75.0,2,0,0,1,9.0,65,0.8877777777777778,1,1,True,False,False,True,False,False,False,False,False,False,False
49,5.97,21.74,0,1,0,0,13.81,805,0.43229543808834175,0,0,False,False,False,False,False,False,False,False,True,False,True
71,4.59,46.19,0,0,1,1,13.49,57,0.34025203854707187,0,1,True,False,False,False,False,False,False,False,True,False,True
65,6.48,99.65,1,0,1,0,14.32,115,0.45251396648044695,0,0,False,True,False,False,False,True,False,False,False,False,True
42,13.17,47.21,1,0,0,0,9.3,217,1.4161290322580644,0,0,False,False,False,False,False,False,False,True,False,False,False
57,3.89,32.36,0,1,1,1,8.91,334,0.43658810325476993,0,0,True,False,False,False,False,False,False,True,False,False,False
62,14.86,27.86,1,0,1,0,8.76,795,1.6963470319634704,0,0,False,False,False,False,False,False,True,False,False,False,False
70,11.76,6.06,0,0,0,1,17.68,109,0.665158371040724,0,0,True,False,False,False,True,False,False,False,False,True,False
18,10.89,70.2,1,0,0,0,8.04,215,1.3544776119402988,0,0,True,False,False,False,False,True,False,False,False,False,False
33,7.86,56.76,0,0,0,0,13.56,1058,0.5796460176991151,0,0,True,False,True,False,False,False,False,False,False,False,True
56,15.31,84.31,0,0,0,1,18.05,587,0.8481994459833795,0,0,True,False,False,False,True,False,False,False,False,True,False
22,8.14,73.93,0,1,0,1,13.85,538,0.5877256317689531,0,0,True,False,True,False,False,False,False,False,False,False,True
39,10.36,44.93,0,0,0,0,16.96,1000,0.6108490566037735,0,0,True,False,False,False,False,False,False,False,True,True,False
46,9.85,50.07,0,1,0,0,18.55,1055,0.5309973045822102,0,0,False,True,False,False,False,False,False,False,False,True,False
72,9.83,66.79,0,0,0,0,8.48,246,1.159198113207547,0,0,False,False,False,False,False,False,False,False,False,False,False
20,5.65,38.87,0,0,0,0,9.12,286,0.6195175438596492,0,0,False,False,False,False,False,True,False,False,False,False,False
29,2.25,77.04,0,1,0,1,9.74,353,0.23100616016427103,0,0,False,False,False,False,False,False,False,True,False,False,False
43,19.09,35.84,0,1,0,0,8.9,226,2.144943820224719,0,0,False,False,False,False,False,False,False,True,False,False,False
33,4.7,21.69,0,0,0,1,14.23,533,0.3302881236823612,0,0,True,False,False,True,False,False,False,False,False,False,True
68,6.38,30.16,1,0,0,0,9.32,723,0.6845493562231759,0,0,False,False,False,False,False,False,False,False,True,False,False
54,2.34,47.88,0,0,0,0,13.49,988,0.17346182357301704,0,0,False,True,False,False,False,False,False,False,True,False,True
39,6.38,75.63,2,0,0,0,9.1,47,0.7010989010989012,1,1,True,False,True,False,False,False,False,False,False,False,False
74,4.46,81.92,0,0,0,0,8.52,136,0.5234741784037559,0,0,False,False,False,False,False,False,False,False,True,False,False
46,20.14,85.66,0,1,0,0,13.66,154,1.4743777452415814,0,0,False,False,False,True,False,False,False,False,False,False,True
31,2.7,28.72,0,1,0,0,8.83,512,0.3057757644394111,0,0,False,False,False,False,False,True,False,False,False,False,False
45,13.29,52.45,0,1,1,0,13.58,1057,0.9786450662739322,0,0,False,False,True,False,False,False,False,False,False,False,True
22,5.08,75.58,0,0,1,1,17.74,656,0.28635851183765504,0,0,True,False,False,False,True,False,False,False,False,True,False
64,17.16,89.42,1,0,1,1,13.79,380,1.2443799854967368,0,0,True,False,False,False,False,False,False,True,False,False,True
66,15.14,87.17,0,0,0,1,9.05,380,1.6729281767955801,0,0,True,False,False,False,False,False,False,True,False,False,False
47,8.0,23.93,1,0,0,1,18.12,678,0.44150110375275936,0,0,False,False,False,False,False,False,False,False,False,True,False
63,2.13,15.28,0,1,0,0,9.49,930,0.22444678609062169,0,0,True,False,False,False,False,False,False,False,False,False,False
69,7.6,27.83,0,0,0,1,13.92,257,0.5459770114942528,0,0,False,False,False,True,False,False,False,False,False,False,True
22,7.68,46.2,0,0,0,0,9.06,45,0.8476821192052979,0,1,True,False,False,False,False,True,False,False,False,False,False
29,6.3,75.03,0,1,1,0,9.81,454,0.6422018348623852,0,0,True,False,False,False,False,False,False,True,False,False,False
33,11.54,50.02,0,0,0,0,17.85,493,0.6464985994397758,0,0,True,False,False,True,False,False,False,False,False,True,False
43,5.42,67.29,0,0,1,0,9.73,753,0.5570400822199383,0,0,False,False,False,False,False,True,False,False,False,False,False
43,20.74,6.25,2,0,0,1,18.4,823,1.1271739130434784,1,0,True,False,False,False,True,False,False,False,False,True,False
65,3.37,10.52,0,0,1,0,8.93,206,0.3773796192609183,0,0,True,False,False,False,True,False,False,False,False,False,False
38,4.47,34.25,0,0,0,1,17.41,572,0.25674899483055713,0,0,False,False,False,False,False,False,True,False,False,True,False
56,4.2,14.47,0,1,1,1,17.88,538,0.23489932885906042,0,0,True,False,True,False,False,False,False,False,False,True,False
53,6.79,13.98,3,0,0,1,13.33,593,0.5093773443360841,1,0,True,False,False,False,False,False,False,False,False,False,True
50,2.27,67.27,0,0,1,1,14.02,262,0.16191155492154066,0,0,False,False,True,False,False,False,False,False,False,False,True
47,13.78,16.84,1,0,0,1,14.9,1091,0.9248322147651006,0,0,False,False,False,False,False,False,False,False,False,False,True
54,3.93,19.24,0,1,0,1,17.87,520,0.21992165640738667,0,0,True,False,False,False,False,False,True,False,False,True,False
40,9.6,93.54,0,0,0,0,9.27,1046,1.035598705501618,0,0,False,False,False,False,False,False,False,True,False,False,False
27,4.53,30.07,0,1,0,1,13.9,473,0.3258992805755396,0,0,False,True,False,True,False,False,False,False,False,False,True
71,17.74,82.37,1,0,0,0,9.45,49,1.8772486772486772,0,1,False,False,False,False,False,True,False,False,False,False,False
22,2.87,67.79,1,1,1,0,8.53,140,0.33645955451348186,0,0,False,False,True,False,False,False,False,False,False,False,False
53,1.93,57.85,0,0,1,0,8.98,516,0.2149220489977728,0,0,False,False,False,False,False,False,False,False,False,False,False
51,10.63,63.91,0,1,0,0,13.46,118,0.7897473997028231,0,0,False,False,True,False,False,False,False,False,False,False,True
69,16.71,50.36,0,1,1,0,18.55,463,0.9008086253369272,0,0,False,False,False,False,False,False,False,True,False,True,False
48,4.15,57.45,0,0,0,1,9.01,101,0.460599334073252,0,0,True,False,False,False,False,True,False,False,False,False,False
27,1.97,46.43,1,0,0,1,14.2,851,0.1387323943661972,0,0,False,False,False,False,False,False,False,False,True,False,True
36,8.94,67.56,0,0,0,1,14.2,845,0.6295774647887324,0,0,False,False,False,False,False,False,False,False,False,False,True
49,11.84,11.26,0,1,1,0,13.4,433,0.8835820895522388,0,0,True,False,False,True,False,False,False,False,False,False,True
18,15.4,27.8,0,0,1,1,17.47,280,0.8815111619919863,0,0,True,False,False,False,False,False,False,False,True,True,False
73,6.14,43.35,1,0,0,0,9.24,898,0.6645021645021645,0,0,False,False,False,False,False,False,True,False,False,False,False
22,11.62,26.78,1,0,0,0,9.14,897,1.2713347921225382,0,0,False,False,False,False,False,True,False,False,False,False,False
62,32.63,78.13,0,1,0,0,9.14,925,3.5700218818380747,0,0,True,False,False,False,True,False,False,False,False,False,False
21,1.38,67.51,0,0,0,1,18.29,285,0.0754510661563696,0,0,False,False,True,False,False,False,False,False,False,True,False
33,12.1,84.57,1,0,0,0,17.91,902,0.6756002233389168,0,0,True,False,False,False,False,False,False,False,False,True,False
41,4.11,80.85,0,0,1,0,8.78,521,0.46810933940774496,0,0,True,False,False,True,False,False,False,False,False,False,False
33,6.83,82.3,2,0,0,0,8.4,365,0.8130952380952381,1,0,False,False,True,False,False,False,False,False,False,False,False
72,14.82,35.44,0,1,1,0,14.55,662,1.0185567010309278,0,0,True,False,False,False,False,False,True,False,False,False,True
19,18.21,12.89,1,0,0,1,14.02,391,1.2988587731811698,0,0,True,False,False,False,False,False,True,False,False,False,True
66,6.22,56.8,0,0,0,1,13.35,1083,0.4659176029962547,0,0,False,False,True,False,False,False,False,False,False,False,True
45,14.99,2.56,0,1,1,0,17.54,948,0.8546180159635121,0,0,True,False,False,False,False,False,False,False,False,True,False
49,15.07,17.65,1,0,0,0,17.94,923,0.8400222965440356,0,0,True,False,False,True,False,False,False,False,False,True,False
44,9.02,72.48,0,1,0,0,18.07,666,0.49916989485334806,0,0,False,True,False,False,False,True,False,False,False,True,False
37,11.73,47.71,0,0,0,1,14.47,776,0.8106427090532136,0,0,False,False,False,False,False,False,False,True,False,False,True
41,29.79,42.17,0,1,0,0,9.22,712,3.2310195227765726,0,0,False,False,False,False,False,True,False,False,False,False,False
29,7.99,5.14,0,0,1,1,13.46,1032,0.5936106983655275,0,0,False,False,False,False,False,False,False,True,False,False,True
67,19.15,81.44,1,0,0,0,14.03,1036,1.3649322879543835,0,0,True,False,False,True,False,False,False,False,False,False,True
52,7.19,42.19,0,1,0,0,8.87,722,0.8105975197294252,0,0,False,False,False,False,True,False,False,False,False,False,False
50,2.77,27.37,0,0,0,1,8.93,244,0.3101903695408735,0,0,False,False,False,False,False,True,False,False,False,False,False
50,25.51,48.9,0,0,1,0,14.38,147,1.7739916550764951,0,0,False,False,False,True,False,False,False,False,False,False,True
68,10.99,60.08,0,0,1,1,14.53,256,0.7563661390227117,0,0,False,False,True,False,False,False,False,False,False,False,True
60,12.17,64.31,0,0,0,0,14.53,920,0.8375774260151411,0,0,False,False,True,False,False,False,False,False,False,False,True
54,7.09,68.86,0,0,0,0,9.06,473,0.7825607064017659,0,0,True,False,False,False,False,False,False,False,False,False,False
29,2.4,56.28,0,1,0,0,14.25,578,0.16842105263157894,0,0,True,False,True,False,False,False,False,False,False,False,True
20,9.58,31.33,1,0,0,1,9.06,858,1.0573951434878586,0,0,False,False,False,False,False,False,False,False,False,False,False
18,6.04,64.03,0,1,1,0,13.78,41,0.43831640058055155,0,1,False,False,False,True,False,False,False,False,False,False,True
50,6.52,10.56,3,1,1,1,13.52,518,0.48224852071005914,1,0,False,False,True,False,False,False,False,False,False,False,True
57,14.6,36.78,0,0,1,1,17.49,608,0.8347627215551744,0,0,True,False,False,False,False,False,True,False,False,True,False
27,11.73,44.58,2,0,1,1,14.18,771,0.8272214386459803,1,0,False,False,False,False,False,False,False,False,True,False,True
60,12.45,35.41,0,0,0,1,14.17,197,0.8786167960479887,0,0,False,False,False,True,False,False,False,False,False,False,True
61,8.04,18.21,0,0,0,1,14.19,990,0.5665961945031712,0,0,False,False,True,False,False,False,False,False,False,False,True
46,1.17,19.51,0,0,1,1,14.31,229,0.08176100628930817,0,0,False,False,False,False,False,False,False,False,True,False,True
30,8.49,62.43,0,1,1,0,9.57,893,0.8871473354231975,0,0,False,False,False,False,False,False,False,True,False,False,False
29,7.5,9.05,0,1,1,1,14.16,783,0.5296610169491526,0,0,False,False,False,False,True,False,False,False,False,False,True
48,14.31,64.06,0,0,0,0,13.86,1066,1.0324675324675325,0,0,False,False,False,False,False,True,False,False,False,False,True
63,25.88,39.78,0,0,0,0,13.43,803,1.9270290394638867,0,0,False,False,False,False,False,True,False,False,False,False,True
19,12.26,10.02,2,0,0,1,9.14,126,1.3413566739606126,1,0,False,False,False,True,False,False,False,False,False,False,False
68,12.16,80.27,0,0,0,0,17.72,100,0.6862302483069977,0,0,False,False,False,False,False,False,False,True,False,True,False
67,10.54,18.02,0,0,0,0,8.71,1022,1.2101033295063144,0,0,False,False,True,False,False,False,False,False,False,False,False
52,6.37,61.22,1,0,0,1,8.83,386,0.7214043035107588,0,0,False,False,False,False,False,True,False,False,False,False,False
40,5.24,58.59,1,0,1,1,18.16,841,0.28854625550660795,0,0,False,False,False,False,False,False,False,False,False,True,False
34,10.92,23.29,0,0,0,0,18.06,573,0.6046511627906977,0,0,True,False,False,False,False,False,False,True,False,True,False
43,21.85,23.12,0,0,1,0,9.58,283,2.280793319415449,0,0,True,False,False,False,False,False,True,False,False,False,False
25,4.09,61.73,1,0,1,1,17.81,1017,0.22964626614261652,0,0,False,True,False,False,False,False,False,False,True,True,False
46,10.22,24.85,1,1,0,0,8.44,33,1.2109004739336495,0,1,False,False,False,False,False,False,False,False,False,False,False
43,7.03,42.34,0,1,1,0,13.52,174,0.5199704142011835,0,0,False,False,False,False,False,True,False,False,False,False,True
27,11.32,78.22,2,0,1,0,13.28,194,0.8524096385542169,1,0,False,False,False,False,False,False,False,False,False,False,True
43,4.58,50.72,0,0,0,1,14.28,373,0.32072829131652664,0,0,False,False,True,False,False,False,False,False,False,False,True
51,10.28,34.65,1,1,0,0,14.3,549,0.7188811188811188,0,0,False,False,False,False,False,False,True,False,False,False,True
68,1.7,66.27,0,0,1,0,8.71,955,0.1951779563719862,0,0,False,False,False,False,False,False,False,False,True,False,False
58,15.17,8.55,0,0,0,1,8.76,638,1.7317351598173516,0,0,False,False,False,False,False,False,True,False,False,False,False
24,11.69,57.49,0,0,0,0,14.12,541,0.8279036827195467,0,0,True,False,False,False,False,False,False,True,False,False,True
21,14.17,40.27,1,0,0,0,8.52,438,1.6631455399061033,0,0,True,False,True,False,False,False,False,False,False,False,False
70,10.45,60.78,0,0,0,0,17.63,465,0.5927396483267158,0,0,True,False,False,False,False,False,False,False,False,True,False
67,4.96,42.66,0,1,0,0,14.06,571,0.35277382645803695,0,0,True,False,False,False,False,False,False,False,False,False,True
62,4.55,33.84,0,0,0,0,9.32,642,0.48819742489270385,0,0,False,False,False,False,False,False,False,True,False,False,False
28,18.67,36.63,2,0,1,0,13.85,929,1.348014440433213,1,0,True,False,False,False,False,False,False,False,False,False,True
46,2.55,43.02,0,0,0,0,8.34,1085,0.3057553956834532,0,0,True,False,False,False,True,False,False,False,False,False,False
73,31.48,49.91,0,0,0,0,8.95,592,3.5173184357541905,0,0,True,False,True,False,False,False,False,False,False,False,False
53,11.24,47.89,1,0,0,1,13.85,604,0.8115523465703971,0,0,True,False,False,False,False,False,False,True,False,False,True
42,3.78,65.82,0,0,0,0,17.74,1051,0.21307779030439686,0,0,False,False,True,False,False,False,False,False,False,True,False
38,2.72,38.65,1,0,0,1,14.14,372,0.19236209335219237,0,0,False,False,False,False,False,False,False,False,True,False,True
74,7.74,86.46,0,0,0,0,9.06,642,0.8543046357615893,0,0,False,False,True,False,False,False,False,False,False,False,False
53,10.69,85.63,0,0,0,0,13.35,158,0.800749063670412,0,0,True,False,True,False,False,False,False,False,False,False,True
27,11.96,86.81,1,0,0,0,8.54,1072,1.4004683840749417,0,0,True,False,False,False,False,False,False,False,True,False,False
54,8.79,94.32,0,0,0,0,9.09,386,0.9669966996699669,0,0,True,False,False,False,False,False,False,True,False,False,False
26,5.74,96.06,0,0,1,0,18.06,988,0.3178294573643411,0,0,False,False,True,False,False,False,False,False,False,True,False
41,4.68,27.61,1,0,0,1,18.08,110,0.2588495575221239,0,0,True,False,False,False,False,False,True,False,False,True,False
52,11.09,67.31,0,0,1,0,8.99,695,1.2335928809788654,0,0,False,False,True,False,False,False,False,False,False,False,False
66,2.41,31.6,1,0,0,1,14.06,810,0.17140825035561877,0,0,True,False,False,False,False,False,False,True,False,False,True
52,1.46,25.64,0,1,1,1,17.89,820,0.08160983789826719,0,0,False,False,False,True,False,False,False,False,False,True,False
65,9.4,58.61,1,0,0,1,9.13,521,1.0295728368017525,0,0,True,False,False,False,False,False,False,False,False,False,False
53,7.01,12.96,2,1,0,0,8.54,254,0.8208430913348946,1,0,True,False,False,False,False,True,False,False,False,False,False
35,23.25,49.14,1,1,0,0,17.76,1016,1.3091216216216215,0,0,False,False,False,False,False,False,False,False,True,True,False
66,11.3,53.64,0,0,0,0,14.1,448,0.8014184397163121,0,0,True,False,False,False,False,False,False,False,False,False,True
56,4.79,65.43,0,0,1,0,9.64,809,0.4968879668049792,0,0,True,False,False,False,False,False,False,True,False,False,False
49,5.4,69.56,1,1,0,0,8.69,166,0.6214039125431531,0,0,False,False,False,False,True,False,False,False,False,False,False
41,11.04,50.6,0,1,0,0,8.41,255,1.3127229488703922,0,0,False,False,False,False,False,True,False,False,False,False,False
40,5.53,8.21,1,0,0,1,13.83,352,0.3998553868402025,0,0,False,False,False,False,False,False,False,False,False,False,True
49,12.33,74.97,1,0,0,0,13.97,841,0.8826055833929849,0,0,True,False,True,False,False,False,False,False,False,False,True
54,23.77,17.74,1,0,0,0,13.78,474,1.7249637155297532,0,0,True,False,False,False,False,True,False,False,False,False,True
29,15.7,45.87,0,1,0,0,14.49,36,1.0835058661145618,0,1,True,False,True,False,False,False,False,False,False,False,True
66,0.72,12.79,1,0,0,1,8.87,157,0.08117249154453214,0,0,True,False,False,False,False,False,False,False,True,False,False
72,10.12,57.01,1,0,1,0,8.87,296,1.1409244644870349,0,0,False,False,True,False,False,False,False,False,False,False,False
30,11.26,33.73,0,0,0,0,9.31,714,1.2094522019334049,0,0,False,False,False,False,False,True,False,False,False,False,False
40,1.3,74.07,1,0,1,0,18.24,957,0.07127192982456142,0,0,True,False,False,False,False,False,True,False,False,True,False
42,3.68,31.25,0,1,0,1,14.66,243,0.25102319236016374,0,0,False,False,False,False,False,False,True,False,False,False,True
52,9.21,48.75,1,0,0,0,8.77,276,1.0501710376282785,0,0,True,False,False,True,False,False,False,False,False,False,False
58,8.59,63.6,3,0,0,0,14.16,450,0.606638418079096,1,0,False,False,False,False,False,False,False,False,False,False,True
47,13.9,37.23,0,0,1,0,18.15,1094,0.765840220385675,0,0,True,False,False,False,False,False,False,True,False,True,False
34,15.73,91.26,0,0,0,0,14.48,746,1.0863259668508287,0,0,True,False,False,True,False,False,False,False,False,False,True
66,3.99,51.37,0,0,0,0,8.81,172,0.452894438138479,0,0,False,False,False,False,False,False,False,False,True,False,False
37,9.74,19.87,0,0,1,1,9.58,170,1.0167014613778707,0,0,False,False,False,False,True,False,False,False,False,False,False
65,11.43,32.15,1,1,1,0,9.36,594,1.2211538461538463,0,0,False,False,False,True,False,False,False,False,False,False,False
42,5.36,64.27,1,1,0,1,18.43,136,0.2908301682040152,0,0,True,False,False,False,False,False,False,False,False,True,False
39,3.64,36.76,0,0,0,1,13.75,62,0.26472727272727276,0,1,True,False,False,False,False,False,False,True,False,False,True
30,6.15,26.8,0,1,0,1,13.98,148,0.43991416309012876,0,0,False,False,False,False,False,False,False,False,True,False,True
36,7.47,43.13,1,0,0,1,17.92,258,0.4168526785714285,0,0,True,False,False,False,False,True,False,False,False,True,False
66,11.11,84.17,0,1,0,1,17.55,717,0.633048433048433,0,0,False,False,False,False,False,False,False,False,True,True,False
53,4.86,21.96,1,0,0,1,9.09,859,0.5346534653465347,0,0,True,False,False,False,False,True,False,False,False,False,False
29,12.46,28.73,0,0,0,0,9.07,1040,1.3737596471885336,0,0,False,False,False,False,False,False,False,False,False,False,False
58,13.28,72.23,0,1,0,0,14.05,879,0.9451957295373664,0,0,False,False,False,False,False,False,False,True,False,False,True
36,3.06,7.14,4,0,1,1,8.98,762,0.34075723830734966,1,0,True,False,False,True,False,False,False,False,False,False,False
29,4.32,66.98,1,0,0,0,13.98,874,0.3090128755364807,0,0,False,False,False,False,False,False,False,True,False,False,True
26,17.62,66.74,0,1,0,0,18.03,301,0.9772601220188575,0,0,False,False,True,False,False,False,False,False,False,True,False
24,8.03,54.59,0,0,1,0,13.99,664,0.5739814152966404,0,0,True,False,False,False,True,False,False,False,False,False,True
45,6.25,44.02,1,0,1,0,8.69,1061,0.7192174913693902,0,0,False,False,False,False,False,False,True,False,False,False,False
31,15.91,46.43,0,0,0,0,8.98,432,1.7717149220489976,0,0,False,False,True,False,False,False,False,False,False,False,False
48,9.86,36.31,1,1,1,0,9.04,957,1.0907079646017699,0,0,True,False,False,False,False,False,False,False,True,False,False
69,33.72,63.65,3,1,0,0,17.45,656,1.932378223495702,1,0,True,False,False,False,True,False,False,False,False,True,False
36,3.0,24.6,0,1,0,0,8.58,646,0.34965034965034963,0,0,True,False,False,False,True,False,False,False,False,False,False
64,5.4,33.58,1,0,1,0,8.44,1010,0.6398104265402844,0,0,False,False,False,False,False,False,False,True,False,False,False
33,2.47,18.54,2,0,0,1,8.87,566,0.2784667418263811,1,0,False,False,False,False,True,False,False,False,False,False,False
70,11.31,49.23,3,1,0,1,17.93,276,0.6307863915225879,1,0,False,False,False,False,False,False,False,False,False,True,False
22,12.3,43.77,1,0,0,0,13.6,366,0.9044117647058825,0,0,False,True,False,False,True,False,False,False,False,False,True
52,9.72,36.76,0,1,1,1,18.54,62,0.5242718446601943,0,1,False,False,False,False,False,False,False,False,True,True,False
29,9.17,30.8,0,1,0,0,12.61,828,0.7272006344171293,0,0,False,False,False,False,False,False,False,False,False,False,True
42,12.86,37.86,1,0,0,1,14.05,577,0.9153024911032027,0,0,True,False,False,False,False,False,False,False,False,False,True
69,14.77,83.44,2,1,0,0,8.37,920,1.7646356033452808,1,0,False,False,True,False,False,False,False,False,False,False,False
38,12.8,54.81,1,1,0,0,8.71,758,1.4695752009184844,0,0,True,False,False,False,True,False,False,False,False,False,False
53,12.33,23.08,0,0,0,1,13.93,73,0.8851399856424982,0,1,False,False,False,False,False,False,False,True,False,False,True
70,7.57,14.36,0,1,1,0,17.51,333,0.43232438606510565,0,0,True,False,False,False,False,True,False,False,False,True,False
40,12.08,49.66,0,1,0,0,8.96,298,1.3482142857142856,0,0,True,False,True,False,False,False,False,False,False,False,False
33,8.35,72.94,0,1,0,0,8.39,712,0.9952324195470797,0,0,True,False,False,False,False,False,False,True,False,False,False
74,3.71,49.46,1,0,1,1,13.91,429,0.26671459381739754,0,0,True,False,False,False,True,False,False,False,False,False,True
56,1.4,50.54,0,1,0,1,8.68,632,0.16129032258064516,0,0,False,False,True,False,False,False,False,False,False,False,False
62,4.53,58.79,0,1,0,1,14.65,951,0.30921501706484644,0,0,True,False,False,False,True,False,False,False,False,False,True
70,5.9,38.71,2,0,1,1,9.35,1000,0.6310160427807487,1,0,False,False,False,False,False,False,False,False,True,False,False
59,1.99,54.71,2,0,0,1,9.3,460,0.2139784946236559,1,0,False,False,True,False,False,False,False,False,False,False,False
56,14.53,70.68,0,0,0,1,9.59,450,1.5151199165797706,0,0,False,False,False,False,False,False,False,True,False,False,False
31,13.06,25.43,0,0,0,1,13.53,160,0.9652623798965263,0,0,True,False,False,False,False,False,False,False,True,False,True
