user_id,age,gender,signup_date,last_active_date,country,subscription_type,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee
1167,57,Female,2024-12-05,2026-07-01,India,Standard,6.12,43.88,1,0,0,1,13.97
1168,54,Female,2024-02-10,2026-06-08,India,Standard,7.58,41.99,0,1,0,1,13.7
1169,53,Female,2026-05-05,2026-08-14,UK,Standard,5.11,47.06,1,0,0,0,13.7
1170,41,Female,2024-08-13,2026-06-25,USA,Standard,2.87,51.47,1,0,0,1,13.81
1171,48,Female,2023-08-20,2026-08-13,France,Basic,10.52,36.54,0,0,0,0,8.55
1172,23,Male,2024-06-24,2026-08-12,India,Standard,12.88,41.71,1,1,0,0,13.8
1173,19,Female,2024-12-08,2026-08-16,Germany,Standard,4.55,63.13,1,0,1,0,13.79
1174,37,Male,2025-06-28,2026-08-11,UK,Standard,8.73,56.27,1,0,0,0,13.81
1175,45,Male,2024-01-06,2026-07-21,Australia,Basic,4.64,17.35,1,0,0,1,8.84
1176,28,Male,2024-10-22,2026-05-05,France,Standard,8.42,26.6,0,0,1,1,13.73
1177,21,Male,2026-03-02,2026-08-19,India,Premium,0.76,63.25,0,0,1,0,18.06
1178,32,Male,2023-09-04,2026-08-12,France,Standard,6.58,38.93,1,1,0,0,14.54
1179,23,Male,2025-04-29,2026-05-06,France,Standard,4.62,49.52,1,0,1,1,13.53
1180,71,Female,2025-10-01,2026-08-16,Ireland,Standard,10.67,78.59,1,1,0,0,13.56
1181,66,Male,2024-08-05,2026-08-15,France,Standard,12.15,69.29,0,0,0,0,13.47
1182,47,Female,2025-04-20,2026-05-07,Australia,Basic,2.93,69.07,0,0,0,1,9.28
1183,73,Male,2024-02-10,2026-08-15,Canada,Standard,10.92,42.0,0,0,0,0,14.26
1184,55,Female,2024-04-03,2026-08-15,France,Standard,5.77,51.91,0,1,0,0,13.66
1185,68,Female,2024-10-05,2026-08-15,India,Standard,3.69,68.52,0,0,0,0,14.47
1186,74,Male,2024-09-25,2026-08-17,UK,Standard,8.28,47.49,0,0,0,0,14.42
1187,19,Female,2024-06-16,2026-06-10,Australia,Standard,17.32,49.5,1,0,0,1,14.03
1188,32,Female,2026-01-26,2026-06-01,Germany,Standard,6.22,46.72,0,1,0,1,13.33
1189,28,Female,2025-02-26,2026-08-19,Germany,Standard,6.18,79.85,2,1,0,0,13.78
1190,25,Female,2024-08-15,2026-08-15,India,Premium,6.53,79.7,1,1,1,0,18.02
1191,43,Female,2024-11-26,2026-08-15,USA,Standard,12.29,89.42,0,1,0,0,13.82
1192,68,Female,2024-04-04,2026-08-17,Ireland,Premium,3.58,33.2,0,0,1,0,18.27
1193,62,Male,2023-10-23,2026-08-16,India,Standard,2.66,49.4,0,0,0,0,13.64
1194,61,Male,2026-05-31,2026-06-10,UK,Basic,5.5,49.47,0,1,0,1,8.92
1195,22,Female,2024-09-03,2026-08-13,Australia,Premium,12.38,28.94,0,1,0,0,17.67
1196,23,Male,2025-10-28,2026-08-11,Ireland,Standard,10.77,73.65,0,0,0,0,13.5
1197,43,Female,2024-11-22,2026-08-12,USA,Premium,14.37,34.55,1,0,1,0,17.62
1198,71,Male,2024-12-13,2026-08-14,India,Standard,14.96,82.16,0,1,1,0,14.09
1199,21,Female,2025-08-16,2026-05-20,Canada,Basic,6.11,83.46,1,0,0,1,8.51
1200,36,Other,2025-07-12,2026-08-11,Ireland,Basic,6.29,82.07,0,0,0,0,9.5
1201,37,Male,2024-12-18,2026-06-04,USA,Standard,2.7,26.2,1,1,0,1,14.25
1202,50,Male,2025-02-19,2026-08-17,India,Premium,6.02,73.55,0,0,1,0,17.73
1203,37,Female,2026-03-22,2026-05-28,France,Standard,7.3,58.07,0,0,0,1,13.87
1204,66,Female,2024-04-05,2026-06-06,India,Basic,2.45,79.83,1,0,0,1,9.26
1205,29,Male,2024-12-28,2026-08-16,UK,Standard,25.53,12.25,0,1,0,0,13.36
1206,64,Male,2026-06-08,2026-07-18,India,Standard,8.35,28.36,1,0,0,1,13.3
1207,18,Female,2026-05-10,2026-08-18,Canada,Basic,6.08,63.0,1,0,0,0,8.75
1208,43,Female,2026-04-21,2026-08-12,India,Basic,13.07,64.72,3,0,0,0,8.52
1209,31,Male,2025-03-17,2026-08-19,Germany,Basic,14.27,54.28,0,0,0,0,8.7
1210,55,Male,2024-07-02,2026-07-24,USA,Basic,0.86,50.5,1,0,0,1,8.29
1211,54,Female,2023-10-27,2026-08-13,France,Basic,10.42,20.84,1,0,1,0,8.1
1212,28,Male,2025-07-03,2026-05-05,Germany,Basic,2.35,60.58,1,0,0,1,9.11
1213,53,Male,2024-05-07,2026-08-13,India,Premium,15.76,85.03,0,1,0,0,18.28
1214,30,Female,2026-02-01,2026-06-22,Canada,Basic,2.47,27.91,1,0,0,1,8.44
1215,60,Male,2024-01-15,2026-06-08,USA,Basic,3.95,48.82,1,0,0,1,9.29
1216,20,Female,2026-02-20,2026-08-11,USA,Basic,7.16,72.14,1,0,0,0,9.33
1217,50,Male,2025-05-16,2026-07-05,India,Standard,2.86,67.0,0,0,0,1,13.85
1218,23,Female,2025-04-26,2026-07-02,Canada,Standard,6.16,45.93,0,1,0,1,13.48
1219,67,Female,2024-10-16,2026-08-12,UK,Basic,15.47,69.57,0,1,0,0,9.1
1220,73,Male,2024-06-01,2026-05-27,France,Standard,1.09,43.01,2,1,0,1,13.89
1221,27,Female,2026-06-28,2026-06-28,USA,Standard,5.34,81.13,1,0,0,1,14.04
1222,22,Male,2025-07-19,2026-06-17,France,Basic,7.46,69.77,0,0,0,1,9.03
1223,40,Female,2024-10-08,2026-08-19,Canada,Standard,11.29,64.51,1,0,0,0,14.37
1224,27,Female,2024-04-22,2026-08-15,Ireland,Standard,9.67,49.47,0,1,0,0,13.98
1225,61,Male,2025-11-24,2026-08-19,Germany,Basic,12.16,47.16,0,0,0,0,8.59
1226,19,Male,2025-05-13,2026-08-16,USA,Standard,11.46,79.45,1,0,0,0,14.63
1227,30,Male,2024-08-16,2026-05-02,Ireland,Premium,7.02,57.31,0,0,0,1,18.11
1228,57,Female,2023-12-22,2026-08-17,USA,Standard,2.52,81.97,1,0,0,0,13.36
1229,19,Male,2025-01-26,2026-08-13,UK,Basic,1.81,57.86,1,0,0,0,9.64
1230,37,Male,2024-10-26,2026-08-16,India,Premium,7.33,58.73,0,1,0,0,18.02
1231,18,Male,2026-01-04,2026-08-11,Canada,Standard,9.58,75.95,0,0,1,0,13.97
1232,54,Male,2025-03-26,2026-08-14,USA,Basic,10.97,61.39,0,0,0,0,8.58
1233,26,Female,2024-03-04,2026-08-15,Canada,Standard,2.39,44.48,0,0,0,0,13.72
1234,34,Male,2025-02-13,2026-08-10,Australia,Standard,13.84,61.94,0,1,0,0,14.12
1235,26,Female,2024-10-08,2026-07-16,USA,Premium,11.14,59.05,0,0,0,1,17.32
1236,28,Male,2023-12-05,2026-08-15,UK,Basic,4.95,52.91,0,0,0,0,9.13
1237,32,Male,2025-05-10,2026-08-17,UK,Basic,15.67,84.85,0,0,0,0,9.1
1238,41,Female,2024-03-16,2026-05-07,India,Standard,10.07,64.65,1,0,0,1,13.48
1239,55,Other,2025-09-10,2026-06-11,India,Premium,21.73,63.61,1,1,0,1,18.04
1240,72,Female,2026-07-02,2026-08-17,Ireland,Basic,12.33,61.49,0,0,0,0,8.96
1241,52,Male,2024-04-24,2026-05-03,UK,Premium,5.39,33.59,2,0,0,1,17.89
1242,47,Male,2026-03-21,2026-05-06,Canada,Standard,3.92,27.86,0,0,0,1,13.97
1243,48,Female,2026-05-10,2026-08-10,Australia,Standard,16.14,62.42,1,1,0,0,13.86
1244,66,Male,2025-04-17,2026-08-10,France,Standard,7.29,8.45,0,1,1,0,14.07
1245,22,Male,2026-02-02,2026-08-15,UK,Basic,10.42,39.31,1,0,0,0,8.9
1246,61,Female,2024-12-16,2026-08-16,USA,Standard,7.87,14.37,1,1,0,0,14.6
1247,67,Female,2024-10-30,2026-08-19,France,Premium,14.38,33.61,0,1,1,0,17.47
1248,31,Other,2026-06-25,2026-08-12,France,Basic,11.91,66.63,1,0,0,0,7.97
1249,70,Female,2024-07-30,2026-08-13,UK,Standard,2.38,79.37,0,0,0,0,13.33
1250,73,Female,2023-09-21,2026-08-15,Australia,Basic,14.58,73.58,0,0,0,0,8.27
1251,28,Male,2026-03-22,2026-08-15,Canada,Basic,22.28,33.34,1,0,1,0,8.91
1252,26,Male,2026-03-17,2026-08-15,USA,Standard,17.24,87.15,4,0,0,0,13.66
1253,51,Female,2025-01-18,2026-08-18,Ireland,Basic,7.64,62.75,1,0,0,0,9.32
1254,29,Female,2025-09-27,2026-08-13,Ireland,Standard,5.97,53.27,2,0,0,0,14.0
1255,52,Male,2024-09-03,2026-08-11,Ireland,Standard,18.52,48.02,1,1,0,0,13.85
1256,52,Male,2023-11-21,2026-08-19,India,Premium,16.55,52.9,0,0,0,0,18.09
1257,18,Male,2023-08-17,2026-08-17,USA,Basic,10.22,79.89,0,1,0,0,8.79
1258,57,Female,2024-10-24,2026-08-15,France,Basic,9.89,64.22,0,1,0,0,9.3
1259,39,Male,2025-07-04,2026-08-19,Ireland,Basic,8.24,76.78,2,1,0,0,8.32
1260,46,Male,2023-09-04,2026-06-17,India,Premium,2.17,10.79,1,1,0,1,17.65
1261,25,Female,2024-08-15,2026-08-13,UK,Standard,9.31,52.54,1,1,0,0,13.94
1262,28,Female,2025-03-11,2026-08-17,France,Basic,11.72,26.13,1,0,1,0,9.06
1263,58,Male,2024-03-21,2026-07-07,USA,Premium,9.16,16.27,0,0,1,1,18.15
1264,54,Female,2024-08-13,2026-05-24,USA,Premium,0.56,6.03,1,0,0,1,18.5
1265,31,Female,2026-03-22,2026-05-06,USA,Premium,12.22,77.75,0,0,1,1,18.06
1266,47,Male,2024-11-02,2026-08-11,Germany,Basic,12.81,31.42,0,1,0,0,9.3
1267,52,Male,2025-02-10,2026-08-18,India,Basic,4.25,75.23,0,1,1,0,9.94
1268,38,Male,2023-08-19,2026-08-10,France,Standard,4.04,6.06,1,1,0,0,14.45
1269,54,Male,2024-06-29,2026-08-10,Canada,Standard,3.11,77.3,0,0,0,0,14.05
1270,22,Female,2026-04-16,2026-08-12,Germany,Basic,9.37,23.88,0,0,0,0,8.51
1271,36,Male,2026-06-24,2026-08-14,Germany,Basic,6.5,59.51,0,1,1,0,9.53
1272,31,Female,2024-04-06,2026-08-11,Germany,Premium,6.59,47.81,1,0,0,0,18.62
1273,43,Male,2025-03-21,2026-08-19,Canada,Basic,6.67,22.04,1,1,0,0,9.33
1274,21,Male,2025-11-23,2026-07-03,Germany,Standard,7.16,42.87,0,0,0,1,14.81
1275,42,Female,2026-05-15,2026-08-13,Ireland,Standard,8.2,93.01,1,0,0,0,14.01
1276,62,Male,2025-12-02,2026-08-13,USA,Standard,5.01,76.3,0,1,0,0,14.08
1277,59,Male,2025-08-04,2026-07-28,France,Standard,3.56,74.16,0,1,0,1,14.4
1278,42,Male,2024-06-20,2026-08-12,France,Standard,10.09,46.21,0,1,0,0,14.07
1279,35,Male,2024-03-10,2026-08-11,USA,Basic,13.77,75.46,0,0,1,0,10.04
1280,57,Female,2025-07-29,2026-08-13,India,Standard,9.9,96.64,0,0,1,0,14.8
1281,25,Male,2023-08-20,2026-08-16,UK,Basic,24.5,52.86,0,0,0,0,9.03
1282,56,Female,2023-09-25,2026-08-11,Australia,Standard,2.56,93.8,2,1,0,0,13.49
1283,57,Female,2025-08-26,2026-07-04,Ireland,Standard,8.12,63.72,3,1,0,1,14.29
1284,31,Male,2024-01-22,2026-07-17,Canada,Standard,12.19,25.03,0,0,1,1,14.21
1285,49,Male,2025-08-17,2026-05-07,Australia,Basic,5.39,59.97,2,0,1,1,9.28
1286,68,Female,2024-02-20,2026-08-15,USA,Basic,15.94,66.64,0,0,0,0,9.06
1287,55,Female,2025-01-28,2026-08-11,Germany,Standard,9.63,42.17,0,1,0,0,14.12
1288,50,Male,2024-07-14,2026-08-16,France,Basic,11.31,75.46,0,0,0,0,8.74
1289,40,Female,2025-05-04,2026-08-13,India,Premium,10.96,52.63,0,1,0,0,18.35
1290,32,Male,2024-01-09,2026-08-18,India,Premium,8.97,29.48,0,0,1,0,16.89
1291,50,Female,2024-01-13,2026-08-14,UK,Basic,5.17,18.53,0,0,0,0,9.11
1292,42,Male,2026-05-31,2026-08-14,UK,Basic,19.76,63.14,0,0,0,0,9.46
1293,34,Female,2026-02-22,2026-04-29,USA,Standard,6.56,2.7,1,1,0,1,13.65
1294,50,Female,2025-07-18,2026-08-15,Ireland,Premium,13.1,31.08,0,0,0,0,18.33
1295,64,Male,2024-12-18,2026-08-14,India,Standard,8.78,36.35,1,0,0,0,13.96
1296,72,Male,2024-10-03,2026-08-14,Australia,Basic,5.45,78.88,0,0,1,0,8.49
1297,19,Male,2026-05-06,2026-07-14,UK,Standard,5.42,52.72,1,0,0,1,13.17
1298,31,Other,2025-12-06,2026-05-19,France,Basic,6.07,39.75,3,0,1,1,8.33
1299,70,Male,2023-12-05,2026-08-18,France,Basic,13.99,58.41,1,0,0,0,9.04
1300,57,Male,2024-12-06,2026-08-14,USA,Basic,5.75,77.33,1,1,0,0,9.73
1301,57,Female,2026-06-27,2026-06-30,Ireland,Standard,3.74,39.77,2,1,0,1,13.68
1302,68,Female,2026-06-23,2026-06-23,USA,Basic,1.8,50.11,0,0,0,1,8.38
1303,56,Female,2026-03-22,2026-08-16,USA,Standard,15.34,61.05,0,1,1,0,14.45
1304,68,Female,2024-03-20,2026-08-12,Ireland,Premium,22.07,72.87,0,0,1,0,17.57
1305,23,Male,2024-11-04,2026-08-15,Ireland,Standard,7.95,74.4,0,1,1,0,13.41
1306,23,Female,2024-02-12,2026-08-11,Ireland,Standard,11.11,83.58,1,0,0,0,13.84
1307,20,Male,2026-06-20,2026-06-20,France,Basic,4.92,32.41,1,1,0,1,9.65
1308,24,Male,2024-03-03,2026-08-18,France,Standard,8.15,62.23,1,1,0,0,13.77
1309,68,Female,2026-06-01,2026-06-01,USA,Basic,3.31,57.91,1,0,1,1,8.17
1310,25,Female,2024-07-25,2026-08-15,UK,Standard,7.9,44.94,0,0,0,0,14.72
1311,59,Male,2025-06-27,2026-08-15,Canada,Basic,32.68,18.09,1,0,1,0,9.02
1312,69,Female,2023-12-20,2026-06-17,Canada,Basic,1.65,58.21,0,1,0,1,9.37
1313,32,Male,2023-10-10,2026-08-17,USA,Basic,5.42,63.71,0,0,0,0,8.69
1314,64,Male,2025-04-02,2026-08-16,USA,Basic,11.03,45.56,0,1,0,0,8.83
1315,46,Female,2024-06-25,2026-08-14,UK,Standard,17.68,31.79,1,0,0,0,13.82
1316,50,Male,2024-11-25,2026-08-11,Ireland,Standard,17.79,56.55,0,0,1,0,13.24
1317,69,Male,2024-01-07,2026-07-27,USA,Basic,8.97,77.05,2,0,0,1,9.15
1318,47,Female,2023-09-25,2026-08-17,India,Standard,7.43,33.37,1,0,0,0,13.89
1319,56,Other,2024-05-19,2026-07-08,France,Standard,4.47,27.78,1,1,0,1,13.87
1320,44,Male,2025-06-04,2026-08-04,Germany,Standard,9.59,23.2,0,0,0,1,14.1
1321,53,Female,2024-09-27,2026-08-12,Ireland,Premium,15.59,31.74,0,0,0,0,18.2
1322,46,Female,2026-01-11,2026-08-16,India,Basic,13.6,85.63,0,0,0,0,9.14
1323,55,Female,2024-05-26,2026-08-11,France,Basic,1.96,21.97,0,1,0,0,8.82
1324,74,Female,2024-12-13,2026-08-18,USA,Standard,3.3,44.56,0,0,0,0,13.58
1325,50,Male,2023-12-05,2026-08-10,Germany,Premium,6.96,88.7,1,0,1,0,18.36
1326,54,Male,2025-03-08,2026-08-10,India,Standard,3.17,16.62,0,0,0,0,13.37
1327,44,Male,2024-12-18,2026-05-09,Australia,Premium,9.88,11.52,0,0,0,1,18.07
1328,72,Female,2024-04-26,2026-08-12,UK,Standard,1.52,52.13,1,0,0,0,14.06
1329,50,Female,2024-06-01,2026-05-06,France,Standard,2.84,53.66,1,1,0,1,13.54
1330,21,Female,2023-12-21,2026-08-12,Germany,Standard,13.64,64.75,0,1,0,0,13.75
1331,39,Other,2025-10-29,2026-08-13,USA,Standard,12.42,23.61,1,0,0,0,14.3
1332,19,Male,2026-07-14,2026-08-11,Canada,Standard,1.84,16.9,1,0,1,0,13.61
1333,27,Male,2024-08-25,2026-08-12,India,Standard,13.98,75.95,0,0,0,0,14.13
1334,22,Male,2023-11-02,2026-08-19,USA,Standard,4.36,22.36,0,0,0,0,13.55
1335,27,Male,2024-01-15,2026-08-16,Canada,Standard,19.85,89.4,1,1,0,0,13.88
1336,50,Male,2024-07-03,2026-08-10,UK,Basic,13.25,31.28,0,0,0,0,8.77
1337,71,Male,2026-02-25,2026-08-16,UK,Standard,6.06,48.69,0,0,0,0,14.16
1338,55,Female,2025-11-22,2026-08-11,Ireland,Standard,9.9,70.99,1,0,0,0,13.81
1339,30,Female,2024-03-16,2026-08-11,India,Premium,6.84,54.38,0,0,0,0,18.1
1340,48,Female,2025-10-07,2026-08-10,Ireland,Standard,13.66,48.61,1,0,0,0,13.42
1341,64,Female,2023-12-12,2026-08-12,Canada,Basic,2.09,3.11,0,0,0,0,9.08
1342,53,Male,2026-06-25,2026-08-11,Canada,Basic,9.26,41.03,1,0,0,0,8.91
1343,62,Female,2025-04-25,2026-07-17,UK,Standard,2.85,56.26,1,0,0,1,13.53
1344,41,Female,2026-04-06,2026-04-27,Germany,Basic,14.88,50.95,2,0,0,1,8.64
1345,69,Female,2025-11-23,2026-08-19,Canada,Premium,11.29,52.81,0,0,0,0,17.94
1346,73,Male,2025-08-23,2026-06-02,Canada,Basic,1.22,87.96,0,0,0,1,8.66
1347,32,Male,2024-01-21,2026-08-17,India,Premium,5.04,27.83,0,0,0,0,17.62
1348,46,Male,2023-08-20,2026-08-12,Germany,Standard,9.94,39.82,3,1,1,0,14.59
1349,25,Female,2024-10-14,2026-08-18,Ireland,Premium,1.12,38.51,0,1,0,0,18.0
1350,22,Female,2026-06-16,2026-07-19,Ireland,Basic,4.11,26.5,2,0,0,1,9.44
1351,46,Female,2024-02-26,2026-08-11,Canada,Standard,11.07,30.75,0,0,1,0,13.72
1352,64,Male,2025-07-02,2026-08-13,India,Basic,1.97,84.2,0,1,0,0,8.91
1353,21,Female,2024-05-01,2026-08-14,Ireland,Basic,2.91,56.85,1,0,0,0,8.49
1354,29,Female,2024-07-03,2026-08-11,Ireland,Basic,5.08,74.17,0,1,0,0,9.55
1355,62,Male,2023-12-05,2026-08-17,Australia,Standard,4.54,66.54,1,1,0,0,13.66
1356,19,Male,2023-08-29,2026-08-11,India,Basic,8.19,63.58,0,1,0,0,9.19
1357,44,Female,2026-04-17,2026-08-18,Ireland,Premium,18.62,82.99,0,0,0,0,17.97
1358,48,Male,2023-10-05,2026-08-18,UK,Basic,9.0,37.4,0,1,0,0,9.69
1359,68,Female,2025-12-28,2026-07-22,USA,Basic,7.17,68.62,0,0,0,1,9.32
1360,68,Other,2024-04-08,2026-06-26,Canada,Basic,11.5,28.72,1,0,1,1,8.98
1361,53,Female,2026-06-21,2026-06-21,France,Standard,5.68,47.87,1,0,1,1,13.8
1362,53,Female,2025-10-28,2026-08-13,Canada,Basic,12.77,85.28,0,0,1,0,9.48
1363,43,Female,2026-06-28,2026-08-17,UK,Premium,6.62,30.23,0,0,0,0,17.21
1364,60,Female,2024-11-19,2026-08-19,France,Standard,14.08,57.09,2,0,0,0,13.81
1365,44,Male,2026-06-12,2026-08-10,USA,Premium,3.27,30.07,0,0,0,0,18.33
1366,22,Male,2026-01-29,2026-06-16,USA,Basic,3.76,24.51,2,0,0,1,8.79
1367,37,Male,2024-06-21,2026-08-14,UK,Standard,11.01,36.36,1,0,0,0,13.83
1368,28,Female,2025-06-02,2026-05-21,Germany,Standard,4.96,42.68,1,1,0,1,14.43
1369,27,Male,2024-08-28,2026-08-17,Germany,Premium,8.26,47.48,0,1,0,0,18.95
1370,57,Male,2024-11-13,2026-08-11,USA,Standard,8.66,67.23,0,0,1,0,13.84
1371,55,Male,2025-12-24,2026-06-24,Germany,Premium,3.37,52.97,1,0,0,1,17.52
1372,23,Female,2026-06-29,2026-08-14,Germany,Basic,5.93,61.79,0,0,0,0,8.99
1373,25,Other,2026-07-16,2026-07-16,Germany,Standard,3.15,31.39,1,0,0,1,14.1
1374,40,Other,2024-10-08,2026-08-15,USA,Basic,5.42,31.73,0,0,0,0,8.94
1375,64,Female,2025-12-19,2026-08-12,France,Basic,8.0,14.54,1,0,0,0,8.76
1376,43,Female,2024-01-13,2026-08-10,Germany,Basic,11.86,61.01,1,0,0,0,9.05
1377,63,Female,2024-01-26,2026-08-15,France,Premium,20.77,51.51,0,0,0,0,17.8
1378,60,Female,2024-09-17,2026-08-15,Canada,Premium,13.59,32.48,0,0,0,0,17.54
1379,29,Female,2024-09-22,2026-05-18,Australia,Basic,8.89,54.03,0,0,0,1,8.89
1380,43,Male,2024-05-12,2026-08-19,USA,Premium,19.75,60.06,2,1,0,0,18.11
1381,30,Female,2025-09-07,2026-08-19,UK,Standard,4.38,50.76,1,0,1,0,14.44
1382,57,Male,2024-05-19,2026-08-18,Germany,Standard,13.65,21.41,1,0,0,0,14.58
1383,35,Male,2024-12-22,2026-05-18,Ireland,Basic,2.13,27.64,0,1,0,1,8.96
1384,42,Female,2026-04-21,2026-07-11,USA,Standard,6.99,76.79,1,1,0,1,13.71
1385,50,Male,2023-08-20,2026-06-07,India,Basic,6.83,34.36,2,1,0,1,9.04
1386,64,Male,2024-06-20,2026-08-14,UK,Basic,4.58,30.19,0,0,0,0,9.18
1387,57,Female,2024-06-11,2026-08-16,Australia,Standard,5.95,18.88,0,0,0,0,13.36
1388,60,Male,2026-07-20,2026-07-20,Canada,Premium,8.26,38.09,2,0,0,1,17.88
1389,29,Female,2026-04-03,2026-05-23,France,Standard,3.42,86.31,0,0,1,1,13.81
1390,61,Female,2024-01-05,2026-08-13,France,Premium,9.16,34.97,1,0,0,0,18.27
1391,53,Female,2025-12-27,2026-06-09,India,Premium,2.37,22.68,1,0,0,1,18.06
1392,65,Female,2024-03-23,2026-08-11,UK,Basic,4.86,52.03,1,1,0,0,9.01
1393,21,Female,2024-12-08,2026-05-07,Germany,Basic,3.17,60.34,1,1,0,1,9.69
1394,22,Female,2024-11-05,2026-08-18,Ireland,Standard,4.78,20.59,3,0,1,0,13.75
1395,73,Female,2023-11-29,2026-08-16,Germany,Premium,2.87,85.47,1,0,1,0,17.76
1396,54,Female,2023-11-29,2026-08-19,UK,Premium,10.09,74.5,0,1,0,0,18.13
1397,25,Female,2024-10-06,2026-08-13,USA,Standard,26.54,41.71,0,0,0,0,13.68
1398,59,Female,2026-05-03,2026-06-06,India,Standard,6.61,16.79,0,0,0,1,14.02
1399,66,Male,2025-06-01,2026-06-08,Ireland,Standard,8.39,52.35,1,0,0,1,14.7
1400,45,Male,2024-10-20,2026-04-29,France,Basic,7.13,80.85,0,1,0,1,9.48
1401,48,Female,2024-05-21,2026-08-18,India,Basic,2.85,86.46,0,0,0,0,8.59
1402,26,Male,2023-08-24,2026-08-11,India,Standard,13.34,5.2,1,0,0,0,13.18
1403,71,Male,2025-08-22,2026-08-14,Ireland,Premium,21.29,63.43,1,0,0,0,17.15
1404,68,Female,2025-10-06,2026-08-14,France,Premium,8.7,49.14,2,1,0,0,18.09
1405,46,Male,2026-02-10,2026-08-11,France,Basic,8.93,50.67,0,0,0,0,8.67
1406,31,Male,2025-09-04,2026-04-24,UK,Standard,14.06,43.51,0,1,0,1,13.89
1407,57,Other,2024-01-09,2026-08-10,Australia,Premium,18.47,38.78,0,1,0,0,17.8
1408,58,Female,2025-07-22,2026-05-05,Australia,Standard,4.55,39.62,2,0,0,1,13.96
1409,39,Male,2025-04-02,2026-08-18,Germany,Basic,13.06,48.08,2,0,0,0,8.66
1410,28,Other,2023-10-02,2026-08-15,UK,Standard,20.53,47.66,1,1,0,0,13.71
1411,40,Other,2024-06-15,2026-06-05,Ireland,Standard,3.24,44.18,1,0,0,1,14.91
1412,18,Male,2024-11-26,2026-06-26,UK,Standard,5.5,34.96,1,0,0,1,13.92
1413,63,Male,2025-09-12,2026-08-10,Ireland,Standard,15.61,40.01,1,0,0,0,14.01
1414,54,Female,2024-12-09,2026-08-15,India,Premium,4.61,60.45,0,1,1,0,17.91
1415,38,Female,2025-08-12,2026-08-11,Germany,Basic,7.26,81.36,0,0,0,0,9.23
1416,43,Female,2024-01-27,2026-06-06,USA,Basic,5.93,52.87,1,0,0,1,9.53
1417,63,Female,2026-01-30,2026-07-14,India,Standard,5.07,26.07,0,0,0,1,13.04
1418,53,Female,2024-11-02,2026-08-11,France,Basic,4.27,81.82,0,1,0,0,8.64
1419,71,Male,2023-09-22,2026-08-11,USA,Premium,14.51,84.11,1,0,0,0,18.12
1420,40,Female,2024-09-07,2026-08-14,UK,Basic,24.83,44.94,2,0,0,0,9.48
1421,74,Male,2025-09-13,2026-05-24,Ireland,Standard,8.37,26.21,2,1,0,1,13.31
1422,18,Female,2024-01-19,2026-08-10,USA,Premium,16.86,8.65,0,1,0,0,17.73
1423,71,Female,2025-05-17,2026-07-31,India,Basic,2.4,53.36,0,1,0,1,9.01
1424,72,Male,2024-03-15,2026-08-14,Ireland,Premium,14.59,39.07,1,0,0,0,17.73
1425,68,Female,2025-10-09,2026-06-22,Germany,Standard,5.35,66.31,1,0,0,1,14.55
1426,57,Male,2025-03-13,2026-08-10,India,Basic,4.36,56.13,1,1,0,0,9.25
1427,32,Male,2025-07-31,2026-08-13,France,Premium,11.48,37.62,0,0,0,0,18.62
1428,38,Female,2025-12-19,2026-08-19,UK,Basic,10.62,19.65,1,0,0,0,9.13
1429,64,Male,2024-04-25,2026-07-29,Ireland,Standard,9.6,87.69,0,1,0,1,15.15
1430,26,Female,2026-01-02,2026-08-11,UK,Basic,4.04,50.18,0,0,1,0,9.19
1431,70,Male,2024-03-20,2026-08-15,Ireland,Basic,16.5,28.24,0,0,0,0,8.97
1432,26,Female,2026-03-07,2026-05-03,India,Premium,5.02,37.23,0,0,0,1,18.61
1433,27,Female,2023-12-16,2026-08-16,Australia,Standard,9.06,57.34,0,0,0,0,13.93
1434,69,Female,2024-10-31,2026-06-15,Australia,Basic,4.9,32.27,1,0,0,1,8.73
1435,74,Female,2024-01-16,2026-07-17,Ireland,Standard,9.11,74.42,0,0,0,1,13.69
1436,70,Female,2025-08-13,2026-07-21,Germany,Standard,3.49,55.95,0,0,0,1,13.82
1437,43,Male,2025-06-28,2026-08-12,UK,Premium,8.22,55.73,0,0,1,0,17.58
1438,58,Male,2026-07-17,2026-08-19,France,Standard,5.27,84.67,0,0,0,0,13.91
1439,52,Male,2024-09-12,2026-05-04,Canada,Premium,0.83,19.05,2,1,0,1,18.1
1440,69,Male,2025-06-17,2026-08-10,Ireland,Standard,8.42,79.44,0,0,1,0,14.21
1441,42,Female,2025-06-05,2026-05-31,Ireland,Standard,5.56,77.55,0,0,0,1,13.86
1442,43,Male,2025-12-20,2026-08-10,Australia,Premium,7.73,19.84,1,0,1,0,17.25
1443,28,Female,2025-01-07,2026-08-10,USA,Basic,14.21,38.17,0,0,0,0,9.14
1444,55,Female,2025-01-09,2026-08-12,India,Basic,11.95,24.75,0,1,1,0,9.02
1445,19,Male,2025-01-09,2026-08-15,Australia,Basic,26.01,27.15,1,0,1,0,8.48
1446,24,Female,2025-03-06,2026-08-17,UK,Basic,21.2,84.31,2,0,0,0,8.75
1447,35,Male,2024-10-15,2026-08-15,Australia,Basic,7.9,68.8,0,1,1,0,9.19
1448,44,Female,2025-02-05,2026-07-17,Canada,Standard,6.04,30.21,1,0,1,1,14.28
